ST_NAME,YEAR,PC_NO,PC_NAME,PC_TYPE,CAND_NAME,CAND_SEX,PARTYNAME,PARTYABBRE,TOTVOTPOLL,ELECTORS
Andhra Pradesh,1977,31,Secunderabad,GEN,Y. Rajendra Babu,M,Independents,IND,2917,615045
Andhra Pradesh,1977,31,Secunderabad,GEN,K. Joseph Reddy,M,Independents,IND,3287,615045
Andhra Pradesh,1977,31,Secunderabad,GEN,D. V. S. S. Murthy,M,Independents,IND,4638,615045
Andhra Pradesh,1977,31,Secunderabad,GEN,T. Laxmi Kantamma,F,Bharatiya Lok Dal,BLD,156383,615045
Andhra Pradesh,1977,31,Secunderabad,GEN,M. M. Hashim,M,Indian National Congress,INC,160230,615045
Andhra Pradesh,1977,32,Siddipet,SC,T.N. Sadalakshmi,F,Bharatiya Lok Dal,BLD,129507,616118
Andhra Pradesh,1977,32,Siddipet,SC,G.Venkataswamy,M,Indian National Congress,INC,232377,616118
Andhra Pradesh,1977,33,Medak,GEN,Siripuram Lakshmikantha Rao,M,Independents,IND,637,635388
Andhra Pradesh,1977,33,Medak,GEN,Mirza Jamil Ahmed Baig,M,Independents,IND,4006,635388
Andhra Pradesh,1977,33,Medak,GEN,Radhey Shyam,M,Independents,IND,5532,635388
Andhra Pradesh,1977,33,Medak,GEN,Shankeraiah,M,Independents,IND,11630,635388
Andhra Pradesh,1977,33,Medak,GEN,Narasimba Reddy,M,Bharatiya Lok Dal,BLD,96303,635388
Andhra Pradesh,1977,33,Medak,GEN,Mallikarjun,M,Indian National Congress,INC,239813,635388
Andhra Pradesh,1977,34,Nizamabad,GEN,B. Rama Krishna Rao,M,Independents,IND,5788,568014
Andhra Pradesh,1977,34,Nizamabad,GEN,Samala Vithal Reddy,M,Independents,IND,6051,568014
Andhra Pradesh,1977,34,Nizamabad,GEN,Gangareddy,M,Bharatiya Lok Dal,BLD,92898,568014
Andhra Pradesh,1977,34,Nizamabad,GEN,Mudaganti Ram Gopal Reddy,M,Indian National Congress,INC,252291,568014
Andhra Pradesh,1977,35,Adilabad,GEN,Thakur Mukteshwar Singh,M,Independents,IND,27652,548091
Andhra Pradesh,1977,35,Adilabad,GEN,Gopidi Ganga Reddy,M,Bharatiya Lok Dal,BLD,96244,548091
Andhra Pradesh,1977,35,Adilabad,GEN,G. Narsimha Reddy,M,Indian National Congress,INC,167410,548091
Andhra Pradesh,1977,36,Peddapalli,SC,G. Venkataiah,M,Independents,IND,2990,638114
Andhra Pradesh,1977,36,Peddapalli,SC,Ande Bhanumurthy,M,Independents,IND,3581,638114
Andhra Pradesh,1977,36,Peddapalli,SC,Bangaru Lakshman,M,Bharatiya Lok Dal,BLD,104110,638114
Andhra Pradesh,1977,36,Peddapalli,SC,V. Tulsiram,M,Indian National Congress,INC,209187,638114
Andhra Pradesh,1977,37,Karimnagar,GEN,Aleti Raja Prabhakar Reddy,M,Independents,IND,6827,650519
Andhra Pradesh,1977,37,Karimnagar,GEN,Chennamaneni Rajeswara Rao,M,Communist Party Of India,CPI,44055,650519
Andhra Pradesh,1977,37,Karimnagar,GEN,Juvvadi Gautma Rao,M,Bharatiya Lok Dal,BLD,96301,650519
Andhra Pradesh,1977,37,Karimnagar,GEN,M. Satyanarayan Rao,M,Indian National Congress,INC,210349,650519
Andhra Pradesh,1977,38,Hanamkonda,GEN,Chakkilla Satyanarayana,M,Independents,IND,4881,615143
Andhra Pradesh,1977,38,Hanamkonda,GEN,P. Janardhan Reddy,M,Bharatiya Lok Dal,BLD,153910,615143
Andhra Pradesh,1977,38,Hanamkonda,GEN,P. V. Narsimha Rao,M,Indian National Congress,INC,231593,615143
Andhra Pradesh,1977,39,Warangal,GEN,Prabhakar Rao,M,Independents,IND,3787,581239
Andhra Pradesh,1977,39,Warangal,GEN,Jangareddy Chandabatla,M,Bharatiya Lok Dal,BLD,128589,581239
Andhra Pradesh,1977,39,Warangal,GEN,S. B. Giri,M,Indian National Congress,INC,251211,581239
Andhra Pradesh,1977,40,Khammam,GEN,K. I. Vidya Sagar,M,Independents,IND,2868,596499
Andhra Pradesh,1977,40,Khammam,GEN,Nallamala Prasada Rao,M,Communist Party Of India,CPI,72530,596499
Andhra Pradesh,1977,40,Khammam,GEN,Yalamanchili Radha Krushna Murthy,M,Communist Party Of India (Marxist),CPM,122628,596499
Andhra Pradesh,1977,40,Khammam,GEN,Jalagam Kondala Rao,M,Indian National Congress,INC,208617,596499
Andhra Pradesh,1977,41,Nalgonda,GEN,Dharma Bhiksham Bommagani,M,Communist Party Of India,CPI,80632,631059
Andhra Pradesh,1977,41,Nalgonda,GEN,Marepalli Jagan Mohan Reddy,M,Bharatiya Lok Dal,BLD,101858,631059
Andhra Pradesh,1977,41,Nalgonda,GEN,Mohd. Abdul Lateef,M,Indian National Congress,INC,208892,631059
Andhra Pradesh,1977,42,Miryalguda,GEN,Mogili Pullaiah,M,Independents,IND,14156,667777
Andhra Pradesh,1977,42,Miryalguda,GEN,Katkuri Ramachandra Reddy,M,Communist Party Of India,CPI,40808,667777
Andhra Pradesh,1977,42,Miryalguda,GEN,Bhimireddi Narasimha Reddy,M,Communist Party Of India (Marxist),CPM,167751,667777
Andhra Pradesh,1977,42,Miryalguda,GEN,G. S. Reddy,M,Indian National Congress,INC,217430,667777
Andhra Pradesh,1980,1,Srikakulam,GEN,Venkataramana Chodi Pilli,M,Independents,IND,3242,647603
Andhra Pradesh,1980,1,Srikakulam,GEN,Bompalli Ramanna,M,Independents,IND,5042,647603
Andhra Pradesh,1980,1,Srikakulam,GEN,Majji Sriramulu,M,Independents,IND,12619,647603
Andhra Pradesh,1980,1,Srikakulam,GEN,Metta Jaggu Bhatlu,M,Independents,IND,20275,647603
Andhra Pradesh,1980,1,Srikakulam,GEN,Majji Narayana Rao,M,Janta Party,JNP,43205,647603
Andhra Pradesh,1980,1,Srikakulam,GEN,Gouthu Latchanna,M,Janta Party (Secular),JNP(S),118347,647603
Andhra Pradesh,1980,1,Srikakulam,GEN,Rajagopalarao Boddepalli,M,Indian Natioanl Congress (I),INC(I),197336,647603
Andhra Pradesh,1980,2,Parvathipuram,ST,Arika Gumpaswamy,M,Independents,IND,21652,619702
Andhra Pradesh,1980,2,Parvathipuram,ST,Narsimha Rao Viswasrai,M,Indian Natioanl Congress (I),INC(I),158379,619702
Andhra Pradesh,1980,2,Parvathipuram,ST,K.C.Suryanarayana Deo Vyricherla,M,Indian National Congress (U),INC(U),173179,619702
Andhra Pradesh,1980,3,Bobbili,GEN,Apparao Gudivada,M,Independents,IND,4320,651967
Andhra Pradesh,1980,3,Bobbili,GEN,Ramabhadraraju Pakalapati,M,Independents,IND,6051,651967
Andhra Pradesh,1980,3,Bobbili,GEN,Gottapu Appalanaidu,M,Independents,IND,8431,651967
Andhra Pradesh,1980,3,Bobbili,GEN,Yalla Sesibhushana Rao,M,Janta Party (Secular),JNP(S),35021,651967
Andhra Pradesh,1980,3,Bobbili,GEN,Gedela Prasada Rao,M,Janta Party,JNP,51037,651967
Andhra Pradesh,1980,3,Bobbili,GEN,P.V.Gajapathi Raju,M,Indian Natioanl Congress (I),INC(I),189163,651967
Andhra Pradesh,1980,4,Visakhapatnam,GEN,Bonu Lakshamana Rao,M,Independents,IND,14438,723703
Andhra Pradesh,1980,4,Visakhapatnam,GEN,Nidadavolu Ramakrishna Raju,M,Independents,IND,16072,723703
Andhra Pradesh,1980,4,Visakhapatnam,GEN,Bhattam Srirama Murthy,M,Indian National Congress (U),INC(U),171946,723703
Andhra Pradesh,1980,4,Visakhapatnam,GEN,Appalaswamy Kommuru,M,Indian Natioanl Congress (I),INC(I),206581,723703
Andhra Pradesh,1980,5,Bhadrachalam,ST,Alam Lakshmaiah,M,Independents,IND,5732,669348
Andhra Pradesh,1980,5,Bhadrachalam,ST,K.P.Shanti Raju,M,Independents,IND,7212,669348
Andhra Pradesh,1980,5,Bhadrachalam,ST,Karam Bappanna Dora,M,Independents,IND,10090,669348
Andhra Pradesh,1980,5,Bhadrachalam,ST,Ratnabai Tadapatla,F,Janta Party,JNP,26760,669348
Andhra Pradesh,1980,5,Bhadrachalam,ST,Karam Chandraiah,M,Communist Party Of India,CPI,79208,669348
Andhra Pradesh,1980,5,Bhadrachalam,ST,B.Radhabai Ananda Rao,F,Indian Natioanl Congress (I),INC(I),147534,669348
Andhra Pradesh,1980,6,Anakapalli,GEN,Madana Veeranna,M,Independents,IND,3119,702428
Andhra Pradesh,1980,6,Anakapalli,GEN,Sri Bala Siva Yagi,M,Independents,IND,3239,702428
Andhra Pradesh,1980,6,Anakapalli,GEN,Samala Chinnayya Dora,M,Independents,IND,3461,702428
Andhra Pradesh,1980,6,Anakapalli,GEN,K.V.Ramesam,M,Independents,IND,5140,702428
Andhra Pradesh,1980,6,Anakapalli,GEN,Salla Chinthalli,F,Independents,IND,5751,702428
Andhra Pradesh,1980,6,Anakapalli,GEN,D.C.Raju,M,Independents,IND,6088,702428
Andhra Pradesh,1980,6,Anakapalli,GEN,Pulibanti Pedakotipalli,M,Independents,IND,7532,702428
Andhra Pradesh,1980,6,Anakapalli,GEN,Koyilada Nuka Raju,M,Independents,IND,7535,702428
Andhra Pradesh,1980,6,Anakapalli,GEN,Peri Srirama Murthy,M,Independents,IND,10849,702428
Andhra Pradesh,1980,6,Anakapalli,GEN,Anand Gajapathi Raju Pusapati,M,Janta Party (Secular),JNP(S),149016,702428
Andhra Pradesh,1980,6,Anakapalli,GEN,Appala Naidu S.R.A.S,M,Indian Natioanl Congress (I),INC(I),178139,702428
Andhra Pradesh,1980,7,Kakinada,GEN,Mohammed Ahmed Ali,M,Independents,IND,1263,741257
Andhra Pradesh,1980,7,Kakinada,GEN,Gurram Kameswa Rao,M,Independents,IND,3459,741257
Andhra Pradesh,1980,7,Kakinada,GEN,Chinta Subba Rao,M,Independents,IND,3859,741257
Andhra Pradesh,1980,7,Kakinada,GEN,Seetharamaraju Saripella,M,Independents,IND,4478,741257
Andhra Pradesh,1980,7,Kakinada,GEN,Bedampudi Satteyya,M,Independents,IND,4496,741257
Andhra Pradesh,1980,7,Kakinada,GEN,Appari Ummamaheswara Rao,M,Independents,IND,4913,741257
Andhra Pradesh,1980,7,Kakinada,GEN,Bandili Moses,M,Independents,IND,11568,741257
Andhra Pradesh,1980,7,Kakinada,GEN,Mulasa Suryanarayana,M,Janta Party (Secular),JNP(S),35353,741257
Andhra Pradesh,1980,7,Kakinada,GEN,Vaddi Mutyala Rao,M,Janta Party,JNP,79924,741257
Andhra Pradesh,1980,7,Kakinada,GEN,Sanjeevi Rao M.S.,M,Indian Natioanl Congress (I),INC(I),242901,741257
Andhra Pradesh,1980,8,Rajahmundry,GEN,Pentaial Seeli,M,Independents,IND,922,756814
Andhra Pradesh,1980,8,Rajahmundry,GEN,Putchala Chinnaial,M,Independents,IND,2003,756814
Andhra Pradesh,1980,8,Rajahmundry,GEN,M.S.Ch. Pattiabhi Rama Rao,M,Independents,IND,2177,756814
Andhra Pradesh,1980,8,Rajahmundry,GEN,Katamraju Varrey,M,Independents,IND,5099,756814
Andhra Pradesh,1980,8,Rajahmundry,GEN,Chinta Subba Rao,M,Independents,IND,8707,756814
Andhra Pradesh,1980,8,Rajahmundry,GEN,Chandramalla Raju,M,Independents,IND,10043,756814
Andhra Pradesh,1980,8,Rajahmundry,GEN,Kantipudi Rama Rao,M,Janta Party,JNP,59704,756814
Andhra Pradesh,1980,8,Rajahmundry,GEN,Gadam Kamaladevi,F,Indian National Congress (U),INC(U),130886,756814
Andhra Pradesh,1980,8,Rajahmundry,GEN,S.B.P.Pattabhi Rama Rao,M,Indian Natioanl Congress (I),INC(I),249377,756814
Andhra Pradesh,1980,9,Amalapuram,SC,Janga Srinivasa Rao,M,Independents,IND,8156,668727
Andhra Pradesh,1980,9,Amalapuram,SC,Bonthu Venkateswara Rao,M,Indian National Congress (U),INC(U),20725,668727
Andhra Pradesh,1980,9,Amalapuram,SC,Iswari Bai,F,Janta Party,JNP,123193,668727
Andhra Pradesh,1980,9,Amalapuram,SC,Kusuma Krishnamurthi,M,Indian Natioanl Congress (I),INC(I),244283,668727
Andhra Pradesh,1980,10,Narasapur,GEN,Maddala Veeraswamy,M,Independents,IND,2781,721681
Andhra Pradesh,1980,10,Narasapur,GEN,Dosa Venkataramana Rao,M,Independents,IND,3930,721681
Andhra Pradesh,1980,10,Narasapur,GEN,Gudimetla Verahala Reddy,M,Janta Party,JNP,49062,721681
Andhra Pradesh,1980,10,Narasapur,GEN,Uddaraju Ramam,M,Communist Party Of India (Marxist),CPM,114156,721681
Andhra Pradesh,1980,10,Narasapur,GEN,Alluri Subhaschandra Bose,M,Indian Natioanl Congress (I),INC(I),272124,721681
Andhra Pradesh,1980,11,Eluru,GEN,Vase Rama Rao,M,Independents,IND,812,732089
Andhra Pradesh,1980,11,Eluru,GEN,Mohd. Sheriff,M,Independents,IND,1319,732089
Andhra Pradesh,1980,11,Eluru,GEN,M.Krishnamohana Rao Thammareddy,M,Independents,IND,2395,732089
Andhra Pradesh,1980,11,Eluru,GEN,Chakka Sreeramulu,M,Independents,IND,4364,732089
Andhra Pradesh,1980,11,Eluru,GEN,Payyati Venkateshwara Vaidya,M,Independents,IND,4760,732089
Andhra Pradesh,1980,11,Eluru,GEN,Krishnamurthy Yeeranki,M,Independents,IND,5768,732089
Andhra Pradesh,1980,11,Eluru,GEN,Kaparde M.V.N.,M,Communist Party Of India,CPI,81390,732089
Andhra Pradesh,1980,11,Eluru,GEN,K.Suryanarayana,M,Janta Party,JNP,83470,732089
Andhra Pradesh,1980,11,Eluru,GEN,Chittoori Subbarao Chowdary,M,Indian Natioanl Congress (I),INC(I),266805,732089
Andhra Pradesh,1980,12,Machilipatnam,GEN,Venkataswamy Koonati,M,Independents,IND,2331,702268
Andhra Pradesh,1980,12,Machilipatnam,GEN,Nutakki Ramabrahmam,M,Independents,IND,4235,702268
Andhra Pradesh,1980,12,Machilipatnam,GEN,K.Durgaprasad Parimkayala,M,Janta Party (Secular),JNP(S),91438,702268
Andhra Pradesh,1980,12,Machilipatnam,GEN,Buragadda Niranjana Rao,M,Janta Party,JNP,115108,702268
Andhra Pradesh,1980,12,Machilipatnam,GEN,Ankineedu Maganti,M,Indian Natioanl Congress (I),INC(I),249444,702268
Andhra Pradesh,1980,13,Vijayawada,GEN,C.Purnachandra Rao,M,Independents,IND,1478,765506
Andhra Pradesh,1980,13,Vijayawada,GEN,Velamarthi Sikhamani,M,Independents,IND,1868,765506
Andhra Pradesh,1980,13,Vijayawada,GEN,Alasapuri Rajaiah,M,Independents,IND,3704,765506
Andhra Pradesh,1980,13,Vijayawada,GEN,Dasari Nagabhushana Rao,M,Communist Party Of India,CPI,129074,765506
Andhra Pradesh,1980,13,Vijayawada,GEN,K.L.Rao,M,Janta Party,JNP,141920,765506
Andhra Pradesh,1980,13,Vijayawada,GEN,Vidya Chennupati,F,Indian Natioanl Congress (I),INC(I),240622,765506
Andhra Pradesh,1980,14,Tenali,GEN,Ballarapu Raja Rao,M,Independents,IND,4448,705166
Andhra Pradesh,1980,14,Tenali,GEN,Choppara Sadhu,M,Independents,IND,5455,705166
Andhra Pradesh,1980,14,Tenali,GEN,Kamuru Koti Reddy,M,Independents,IND,5675,705166
Andhra Pradesh,1980,14,Tenali,GEN,Adams Kondamudi,M,Janta Party,JNP,66922,705166
Andhra Pradesh,1980,14,Tenali,GEN,Lavu Balagangadhara Rao,M,Communist Party Of India (Marxist),CPM,144457,705166
Andhra Pradesh,1980,14,Tenali,GEN,Meduri Nageswara Rao,M,Indian Natioanl Congress (I),INC(I),214807,705166
Andhra Pradesh,1980,15,Guntur,GEN,Velaga Ankamma Rao,M,Independents,IND,1801,841689
Andhra Pradesh,1980,15,Guntur,GEN,D. Satyanarayana Murthy,M,Independents,IND,4885,841689
Andhra Pradesh,1980,15,Guntur,GEN,Venkatareddy Kolli,M,Independents,IND,6081,841689
Andhra Pradesh,1980,15,Guntur,GEN,G. Krishna Kumari,F,Janta Party,JNP,77813,841689
Andhra Pradesh,1980,15,Guntur,GEN,K. Sadasiva Rao,M,Janta Party (Secular),JNP(S),95625,841689
Andhra Pradesh,1980,15,Guntur,GEN,N. G. Ranga,M,Indian Natioanl Congress (I),INC(I),252961,841689
Andhra Pradesh,1980,16,Bapatla,GEN,Dattatreya Konuri Kannaiah,M,Independents,IND,3167,762427
Andhra Pradesh,1980,16,Bapatla,GEN,Sesha Bramhachari Ravuri,M,Independents,IND,3889,762427
Andhra Pradesh,1980,16,Bapatla,GEN,Kalva Varadarajulu,M,Independents,IND,7517,762427
Andhra Pradesh,1980,16,Bapatla,GEN,Pragada Kotaiah,M,Janta Party,JNP,99024,762427
Andhra Pradesh,1980,16,Bapatla,GEN,Sambaiah Pallaprolu,M,Janta Party (Secular),JNP(S),106375,762427
Andhra Pradesh,1980,16,Bapatla,GEN,Ankineedu Prasada Rao Pamulapati,M,Indian Natioanl Congress (I),INC(I),258116,762427
Andhra Pradesh,1980,17,Narasaraopet,GEN,Bethapudi Prasada Rao,M,Independents,IND,2247,820316
Andhra Pradesh,1980,17,Narasaraopet,GEN,Sura Subbarayudu,M,Independents,IND,2645,820316
Andhra Pradesh,1980,17,Narasaraopet,GEN,Pattan Mahbub Khan,M,Independents,IND,2763,820316
Andhra Pradesh,1980,17,Narasaraopet,GEN,T.K. Kothanda Ram,M,Independents,IND,2913,820316
Andhra Pradesh,1980,17,Narasaraopet,GEN,P.Satyanarayana Sastry,M,Independents,IND,4881,820316
Andaman & Nicobar Islands,1977,1,Andaman & Nicobar Islands,GEN,K.R. Ganesh,M,Independents,IND,25168,85308
Andaman & Nicobar Islands,1977,1,Andaman & Nicobar Islands,GEN,Manoranjan Bhakta,M,Indian National Congress,INC,35400,85308
Andaman & Nicobar Islands,1980,1,Andaman & Nicobar Islands,GEN,Ramesh Mazumdar,M,Independents,IND,109,96084
Andaman & Nicobar Islands,1980,1,Andaman & Nicobar Islands,GEN,Alagiri Swamy,M,Independents,IND,125,96084
Andaman & Nicobar Islands,1980,1,Andaman & Nicobar Islands,GEN,Kannu Chemy,M,Independents,IND,405,96084
Andaman & Nicobar Islands,1980,1,Andaman & Nicobar Islands,GEN,K.N. Raju,M,Independents,IND,470,96084
Andaman & Nicobar Islands,1980,1,Andaman & Nicobar Islands,GEN,Rajender Lall Saha,M,Janta Party (Secular),JNP(S),717,96084
Andaman & Nicobar Islands,1980,1,Andaman & Nicobar Islands,GEN,Karpu Swamy,M,Independents,IND,1123,96084
Andaman & Nicobar Islands,1980,1,Andaman & Nicobar Islands,GEN,Samar Choudhury,M,Janta Party,JNP,2034,96084
Andaman & Nicobar Islands,1980,1,Andaman & Nicobar Islands,GEN,K. Kanda Swamy,M,Independents,IND,15856,96084
Andaman & Nicobar Islands,1980,1,Andaman & Nicobar Islands,GEN,P.K.S. Prasad,M,Communist Party Of India (Marxist),CPM,16014,96084
Andaman & Nicobar Islands,1980,1,Andaman & Nicobar Islands,GEN,Manoranjan Bhakta,M,Indian Natioanl Congress (I),INC(I),42046,96084
Andaman & Nicobar Islands,1984,1,Andaman & Nicobar Islands,GEN,Kandaswamy,M,Independent,IND,505,115565
Andaman & Nicobar Islands,1984,1,Andaman & Nicobar Islands,GEN,Mahananda Biswas,M,Independent,IND,780,115565
Andaman & Nicobar Islands,1984,1,Andaman & Nicobar Islands,GEN,A.A.J.Hazra,M,Independent,IND,1695,115565
